CRSE_ID,CRSE_OFFER_NBR,CRSE_EFFDT,SUBJECT,CRSE_CODE,COURSE_TITLE_LONG,ACAD_ORG_MAU_DESCRFORMAL,ACAD_ORG_U1_DESCRFORMAL,RQRMNT_GROUP,EFFDT,DESCR254A,RQRMNT_USEAGE,RQRMNT_LIST_SEQ,RQ_CONNECT_TYPE,MIN_CRSES_REQD,MIN_UNITS_REQD,GRADE_POINTS_MIN,GPA_REQUIRED,RQ_LINE_KEY_NBR,RQ_GRP_LINE_NBR,RQ_GRP_LINE_TYPE,REQUIREMENT,REQUISITE_TYPE,SSR_DESCR80,RQDET_CRSE_ID,RQDET_CRSE,RQ_CONNECT,PARENTHESIS,MIN_CRSES_REQD,MIN_UNITS_REQD,CONDITION_CODE,CONDITION_OPERATOR,CONDITION_DATA,DESCR,RQRMNT_USEAGE,RQRMNT_LIST_SEQ,RQ_CONNECT_TYPE,MIN_CRSES_REQD,MIN_UNITS_REQD,GRADE_POINTS_MIN,GPA_REQUIRED,RQ_LINE_KEY_NBR,RQ_LINE_DET_SEQ,RQ_LINE_DET_TYPE,COURSE_LIST,CONDITION_CODE,CONDITION_OPERATOR,CONDITION_DATA,CourseList
118638,2,00:00.0,MMG,440,Food Microbiology,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602257,00:00.0,Prerequisite: (MMG 201 or MMG 301) and completion of Tier I writing requirement.    Restrictions: Not open to freshmen.    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND, ,0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,7,CLST,4,NA,EQ, ,"WRA 101 (125835-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), MC 111 (120116-James Madison College James Madison College Dean), MC 112 (120117-James Madison College James Madison College Dean), RCAH 111 (123305-Residential College in Arts and Humanities Residential College in Arts and Humanities Dean), AL 110 (126059-College of Arts and Letters Arts and Letters Dean)"
118638,2,00:00.0,MMG,440,Food Microbiology,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602257,00:00.0,Prerequisite: (MMG 201 or MMG 301) and completion of Tier I writing requirement.    Restrictions: Not open to freshmen.    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND, ,0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,8,CLST,7880,NA,EQ, ,"WRA 110 (116990-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), AL 192 (116554-College of Arts and Letters Arts and Letters Dean), AL 192H (116555-College of Arts and Letters Arts and Letters Dean), WRA 115 (116991-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 120 (116992-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 125 (116993-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 130 (116994-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 135 (116995-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 140 (116996-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 145 (116997-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 150 (116998-College of Arts and Letters Writing, Rhetoric, and Cultures)"
118638,2,00:00.0,MMG,440,Food Microbiology,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602257,00:00.0,Prerequisite: (MMG 201 or MMG 301) and completion of Tier I writing requirement.    Restrictions: Not open to freshmen.    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND, ,0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,2,1,COND, ,TBL,EQ,244,
118638,2,00:00.0,MMG,440,Food Microbiology,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602257,00:00.0,Prerequisite: (MMG 201 or MMG 301) and completion of Tier I writing requirement.    Restrictions: Not open to freshmen.    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,4,40,COND, , ,Not Freshmen, ,,AND,),0,0,TBL,EQ,247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118639,1,00:00.0,FSC,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,1,10,COND, , ,Honors Students, ,, , ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118639,1,00:00.0,FSC,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,2,20,CRSE, ,CO,FSC 440,118638,MMG 440 (118638-College of Agriculture and Natural Resources Food Science and Human Nutrition CANR),OR,(,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118639,1,00:00.0,FSC,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,1,CLST,4, , , ,"WRA 101 (125835-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), MC 111 (120116-James Madison College James Madison College Dean), MC 112 (120117-James Madison College James Madison College Dean), RCAH 111 (123305-Residential College in Arts and Humanities Residential College in Arts and Humanities Dean), AL 110 (126059-College of Arts and Letters Arts and Letters Dean)"
118639,1,00:00.0,FSC,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,2,CLST,7880,NA,EQ, ,"WRA 110 (116990-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), AL 192 (116554-College of Arts and Letters Arts and Letters Dean), AL 192H (116555-College of Arts and Letters Arts and Letters Dean), WRA 115 (116991-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 120 (116992-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 125 (116993-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 130 (116994-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 135 (116995-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 140 (116996-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 145 (116997-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 150 (116998-College of Arts and Letters Writing, Rhetoric, and Cultures)"
118639,1,00:00.0,FSC,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,7,CLST,4,NA,EQ, ,"WRA 101 (125835-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), MC 111 (120116-James Madison College James Madison College Dean), MC 112 (120117-James Madison College James Madison College Dean), RCAH 111 (123305-Residential College in Arts and Humanities Residential College in Arts and Humanities Dean), AL 110 (126059-College of Arts and Letters Arts and Letters Dean)"
118639,1,00:00.0,FSC,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,8,CLST,7880,NA,EQ, ,"WRA 110 (116990-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), AL 192 (116554-College of Arts and Letters Arts and Letters Dean), AL 192H (116555-College of Arts and Letters Arts and Letters Dean), WRA 115 (116991-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 120 (116992-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 125 (116993-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 130 (116994-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 135 (116995-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 140 (116996-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 145 (116997-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 150 (116998-College of Arts and Letters Writing, Rhetoric, and Cultures)"
118639,1,00:00.0,FSC,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,2,1,COND, ,TBL,EQ,244,
118639,2,00:00.0,MMG,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,1,10,COND, , ,Honors Students, ,, , ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118639,2,00:00.0,MMG,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,2,20,CRSE, ,CO,FSC 440,118638,MMG 440 (118638-College of Agriculture and Natural Resources Food Science and Human Nutrition CANR),OR,(,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118639,2,00:00.0,MMG,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,1,CLST,4, , , ,"WRA 101 (125835-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), MC 111 (120116-James Madison College James Madison College Dean), MC 112 (120117-James Madison College James Madison College Dean), RCAH 111 (123305-Residential College in Arts and Humanities Residential College in Arts and Humanities Dean), AL 110 (126059-College of Arts and Letters Arts and Letters Dean)"
118639,2,00:00.0,MMG,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,2,CLST,7880,NA,EQ, ,"WRA 110 (116990-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), AL 192 (116554-College of Arts and Letters Arts and Letters Dean), AL 192H (116555-College of Arts and Letters Arts and Letters Dean), WRA 115 (116991-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 120 (116992-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 125 (116993-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 130 (116994-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 135 (116995-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 140 (116996-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 145 (116997-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 150 (116998-College of Arts and Letters Writing, Rhetoric, and Cultures)"
118639,2,00:00.0,MMG,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,7,CLST,4,NA,EQ, ,"WRA 101 (125835-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), MC 111 (120116-James Madison College James Madison College Dean), MC 112 (120117-James Madison College James Madison College Dean), RCAH 111 (123305-Residential College in Arts and Humanities Residential College in Arts and Humanities Dean), AL 110 (126059-College of Arts and Letters Arts and Letters Dean)"
118639,2,00:00.0,MMG,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,8,CLST,7880,NA,EQ, ,"WRA 110 (116990-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), AL 192 (116554-College of Arts and Letters Arts and Letters Dean), AL 192H (116555-College of Arts and Letters Arts and Letters Dean), WRA 115 (116991-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 120 (116992-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 125 (116993-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 130 (116994-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 135 (116995-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 140 (116996-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 145 (116997-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 150 (116998-College of Arts and Letters Writing, Rhetoric, and Cultures)"
118639,2,00:00.0,MMG,441,Food Microbiology Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602258,00:00.0,Prerequisite: (FSC 440 or concurrently) and completion of Tier I writing requirement    Semester Alias: MPH 441    Interdepartmental With: MMG    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,2,1,COND, ,TBL,EQ,244,
118640,1,00:00.0,FSC,342,Food Safety and Hazard Analysis Critical Control Point Program,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602248,00:00.0,Semester Alias: FSC 442    ,ENR,1,AND,0,0,0,0,1,10,COND, , , , ,, , ,0,0,LVL,GT,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118641,1,00:00.0,FSC,455,Food and Nutrition Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602260,00:00.0,Prerequisite: ((BMB 200 or concurrently) or (BMB 401 or concurrently) or (BMB 461 or concurrently)) and completion of Tier I writing requirement    ,ENR,1,OR,0,0,0,0,1,10,COND, , ,Honors Students, ,, , ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118641,1,00:00.0,FSC,455,Food and Nutrition Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602260,00:00.0,Prerequisite: ((BMB 200 or concurrently) or (BMB 401 or concurrently) or (BMB 461 or concurrently)) and completion of Tier I writing requirement    ,ENR,1,OR,0,0,0,0,2,20,RQ,3689,CO, , ,,OR,(,0,0, , , ,"BMB 200, BMB 401 or BMB 461",ENR,1,AND,0,0,0,0,1,1,CLST,5237,NA,EQ, ,"BMB 200 (117021-College of Natural Science Biochemistry and Molecular Biology CNS), BMB 401 (117022-College of Natural Science Biochemistry and Molecular Biology CNS), BMB 461 (117023-College of Natural Science Biochemistry and Molecular Biology CNS)"
118641,1,00:00.0,FSC,455,Food and Nutrition Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602260,00:00.0,Prerequisite: ((BMB 200 or concurrently) or (BMB 401 or concurrently) or (BMB 461 or concurrently)) and completion of Tier I writing requirement    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,1,CLST,4, , , ,"WRA 101 (125835-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), MC 111 (120116-James Madison College James Madison College Dean), MC 112 (120117-James Madison College James Madison College Dean), RCAH 111 (123305-Residential College in Arts and Humanities Residential College in Arts and Humanities Dean), AL 110 (126059-College of Arts and Letters Arts and Letters Dean)"
118641,1,00:00.0,FSC,455,Food and Nutrition Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602260,00:00.0,Prerequisite: ((BMB 200 or concurrently) or (BMB 401 or concurrently) or (BMB 461 or concurrently)) and completion of Tier I writing requirement    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,2,CLST,7880,NA,EQ, ,"WRA 110 (116990-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), AL 192 (116554-College of Arts and Letters Arts and Letters Dean), AL 192H (116555-College of Arts and Letters Arts and Letters Dean), WRA 115 (116991-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 120 (116992-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 125 (116993-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 130 (116994-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 135 (116995-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 140 (116996-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 145 (116997-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 150 (116998-College of Arts and Letters Writing, Rhetoric, and Cultures)"
118641,1,00:00.0,FSC,455,Food and Nutrition Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602260,00:00.0,Prerequisite: ((BMB 200 or concurrently) or (BMB 401 or concurrently) or (BMB 461 or concurrently)) and completion of Tier I writing requirement    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,7,CLST,4,NA,EQ, ,"WRA 101 (125835-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), MC 111 (120116-James Madison College James Madison College Dean), MC 112 (120117-James Madison College James Madison College Dean), RCAH 111 (123305-Residential College in Arts and Humanities Residential College in Arts and Humanities Dean), AL 110 (126059-College of Arts and Letters Arts and Letters Dean)"
118641,1,00:00.0,FSC,455,Food and Nutrition Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602260,00:00.0,Prerequisite: ((BMB 200 or concurrently) or (BMB 401 or concurrently) or (BMB 461 or concurrently)) and completion of Tier I writing requirement    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,1,8,CLST,7880,NA,EQ, ,"WRA 110 (116990-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 195H (116999-College of Arts and Letters Writing, Rhetoric, and Cultures), LB 133 (119797-Lyman Briggs College Lyman Briggs Dean), AL 192 (116554-College of Arts and Letters Arts and Letters Dean), AL 192H (116555-College of Arts and Letters Arts and Letters Dean), WRA 115 (116991-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 120 (116992-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 125 (116993-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 130 (116994-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 135 (116995-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 140 (116996-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 145 (116997-College of Arts and Letters Writing, Rhetoric, and Cultures), WRA 150 (116998-College of Arts and Letters Writing, Rhetoric, and Cultures)"
118641,1,00:00.0,FSC,455,Food and Nutrition Laboratory,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602260,00:00.0,Prerequisite: ((BMB 200 or concurrently) or (BMB 401 or concurrently) or (BMB 461 or concurrently)) and completion of Tier I writing requirement    ,ENR,1,OR,0,0,0,0,3,30,RQ,2083,PRE, , ,,AND,),0,0, , , ,Tier I Writing Requirement,ENR,1,AND,0,0,0,0,2,1,COND, ,TBL,EQ,244,
118642,1,00:00.0,FSC,470,Integrated Approaches to Food Product Development,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602261,00:00.0,Prerequisite: FSC 310 and FSC 401 and FSC 440    Restrictions: Open to seniors or graduate students.    ,ENR,1,OR,0,0,0,0,1,10,COND, , ,Honors Students, ,, , ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118642,1,00:00.0,FSC,470,Integrated Approaches to Food Product Development,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602261,00:00.0,Prerequisite: FSC 310 and FSC 401 and FSC 440    Restrictions: Open to seniors or graduate students.    ,ENR,1,OR,0,0,0,0,2,20,RQ,3690,PRE, , ,,OR,(,0,0, , , ,FSC 310 & FSC 401 & FSC 440,ENR,1,AND,0,0,0,0,1,1,CLST,6936,NA,EQ, ,"FSC 310 (119185-College of Agriculture and Natural Resources Food Science and Human Nutrition CANR), FSC 401 (118629-College of Agriculture and Natural Resources Food Science and Human Nutrition CANR), FSC 440 (118638-College of Agriculture and Natural Resources Food Science and Human Nutrition CANR), MMG 440 (118638-College of Agriculture and Natural Resources Food Science and Human Nutrition CANR)"
118642,1,00:00.0,FSC,470,Integrated Approaches to Food Product Development,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602261,00:00.0,Prerequisite: FSC 310 and FSC 401 and FSC 440    Restrictions: Open to seniors or graduate students.    ,ENR,1,OR,0,0,0,0,3,30,COND, , ,Seniors or Graduate Students, ,,AND,),0,0,TBL,EQ,237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118643,1,00:00.0,FSC,490,Special Problems in Food Science,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602264,00:00.0,Restrictions: Not open to sophomores.  Approval of department; application required.    ,ENR,1,OR,0,0,0,0,1,10,COND, , ,Honors Students, ,, , ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118643,1,00:00.0,FSC,490,Special Problems in Food Science,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602264,00:00.0,Restrictions: Not open to sophomores.  Approval of department; application required.    ,ENR,1,OR,0,0,0,0,2,20,COND, , ,Not Sophomores, ,,OR, ,0,0,LVL,NE,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
118645,1,00:00.0,FSC,493,Professional Internship in Food Science,College of Agriculture and Natural Resources,Food Science and Human Nutrition CANR,602265,00:00.0,"Restrictions: Open to juniors or seniors in the Food Science major.  Approval of department; application required.  A student may earn 6 credits in all enrollments for any or all of these courses: ABM 493, AEE 493, ANR 493, ANS 493, CMP 493, CSS 493,",ENR,1,OR,0,0,0,0,1,10,RQ,3499,CO, , ,, ,(,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,CLST,8006,NA,EQ, ,"AFRE 493 (116282-College of Agriculture and Natural Resources Agricultural, Food, and Resource Economics), HRT 493 (119296-College of Agriculture and Natural Resources Horticulture), PKG 493 (121583-College of Agriculture and Natural Resources School of Packaging), PLP 493 (121604-College of Agriculture and Natural Resources Plant, Soil and Microbial Sciences), EEM 493 (121710-College of Agriculture and Natural Resources Agricultural, Food, and Resource Economics), ANR 493 (116748-College of Agriculture and Natural Resources CANR Office of Academic and Student Affairs), ANS 493 (116822-College of Agriculture and Natural Resources Animal Science), CMP 493 (117078-College of Agriculture and Natural Resources School of Planning, Design and Construction CANR), CSS 493 (117814-College of Agriculture and Natural Resources Plant, Soil and Microbial Sciences), CSUS 493 (121743-College of Agriculture and Natural Resources Community Sustainability), FIM 493 (118504-College of Agriculture and Nat"
