Major Code,Major Title,Plan Title,Course ID,Course Name,Year Level,Term Season,Fifth Year,Credits,Credits Minimum,Prerequisites,Prerequisite Term,Has Prerequisites,Is Prerequisite For
3802,Physical Science,Physical Science - Interdepartmental (MTH 103),MTH 234,Multivariable Calculus,Junior,Fall,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3802,Physical Science,Physical Science - Interdepartmental (MTH 103),PHY 184,Physics for Scientists and Engineers II,Junior,Fall,No,120,4,PHY 193H OR PHY 231 OR PHY 231C,4,True,15
3802,Physical Science,Physical Science - Interdepartmental (MTH 103),CEM 262,Quantitative Analysis,Junior,Spring,No,120,3,(CEM 142 AND CEM 162),5,True,4
3802,Physical Science,Physical Science - Interdepartmental (MTH 132),CEM 262,Quantitative Analysis,Junior,Spring,No,120,3,(CEM 142 AND CEM 162),5,True,4
3802,Physical Science,Physical Science - Interdepartmental (MTH 103),MTH 235,Differential Equations,Junior,Spring,No,120,3,MTH 234,5,True,19
3802,Physical Science,Physical Science - Interdepartmental (MTH 103),PHY 215,Thermodynamics and Modern Physics,Junior,Spring,No,120,3,PHY 184 OR PHY 232 OR PHY 232C,5,True,5
3802,Physical Science,Physical Science - Interdepartmental (MTH 132),PHY 215,Thermodynamics and Modern Physics,Junior,Fall,No,120,3,PHY 184 OR PHY 232 OR PHY 232C,5,True,5
3802,Physical Science,Physical Science - Interdepartmental (MTH 103),ISE 401,Science Laboratories for Secondary Schools (W),Senior,Fall,No,120,4,WRA 101 OR WRA 110,1,True,0
3802,Physical Science,Physical Science - Interdepartmental (MTH 132),ISE 401,Science Laboratories for Secondary Schools (W),Senior,Fall,No,120,4,WRA 101 OR WRA 110,1,True,0
3802,Physical Science,Physical Science - Interdepartmental (MTH 103),CEM 383,Introductory Physical Chemistry I,Senior,Fall,No,120,3,(CEM 142 AND MTH 133),5,True,0
3802,Physical Science,Physical Science - Interdepartmental (MTH 132),CEM 383,Introductory Physical Chemistry I,Senior,Fall,No,120,3,(CEM 142 AND MTH 133),5,True,0
3802,Physical Science,Physical Science - Interdepartmental (MTH 103),PHY 431,Optics I,Senior,Spring,No,120,3,PHY 184 OR PHY 192 OR LB 274 OR WRA 101 OR WRA 110,5,True,1
3802,Physical Science,Physical Science - Interdepartmental (MTH 132),PHY 431,Optics I,Senior,Spring,No,120,3,PHY 184 OR PHY 192 OR LB 274 OR WRA 101 OR WRA 110,5,True,1
3802,Physical Science,Physical Science - Interdepartmental (MTH 103),PHY 440,Electronics,Senior,Fall,No,120,4,PHY 184 OR PHY 232 OR PHY 232C OR PHY 192 OR LB 274 OR WRA 101 OR WRA 110,5,True,0
3802,Physical Science,Physical Science - Interdepartmental (MTH 132),PHY 440,Electronics,Senior,Fall,No,120,4,PHY 184 OR PHY 232 OR PHY 232C OR PHY 192 OR LB 274 OR WRA 101 OR WRA 110,5,True,0
3822,Astrophysics,Astrophysics,PHY 170,Course name not found in registrar data,Freshman,Fall,No,120,3,,1,False,0
3822,Astrophysics,Astrophysics,PHY 183,Physics for Scientists and Engineers I,Freshman,Fall,No,120,4,,1,False,11
3822,Astrophysics,Astrophysics,MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3822,Astrophysics,Astrophysics,CEM 141,General Chemistry,Freshman,Spring,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3822,Astrophysics,Astrophysics,MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,3,True,17
3822,Astrophysics,Astrophysics,PHY 184,Physics for Scientists and Engineers II,Freshman,Spring,No,120,4,PHY 193H OR PHY 231 OR PHY 231C,4,True,15
3822,Astrophysics,Astrophysics,AST 207,The Science of Astronomy,Sophomore,Fall,No,120,3,,1,False,0
3822,Astrophysics,Astrophysics,AST 208,Planets and Telescopes,Sophomore,Spring,No,120,3,PHY 193H,1,True,6
3822,Astrophysics,Astrophysics,CEM 161,Chemistry Laboratory I,Sophomore,Fall,No,120,1,,1,False,6
3822,Astrophysics,Astrophysics,PHY 191,"Physics Laboratory for Scientists, I",Sophomore,Fall,No,120,1,,1,False,4
3822,Astrophysics,Astrophysics,PHY 192,"Physics Laboratory for Scientists, II",Sophomore,Spring,No,120,1,,1,False,2
3822,Astrophysics,Astrophysics,CEM 142,General and Inorganic Chemistry,Sophomore,Fall,No,120,3,(CEM 141 AND CEM 152),4,True,18
3822,Astrophysics,Astrophysics,MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,3,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3822,Astrophysics,Astrophysics,MTH 235,Differential Equations,Sophomore,Spring,No,120,3,MTH 234,5,True,19
3822,Astrophysics,Astrophysics,PHY 215,Thermodynamics and Modern Physics,Sophomore,Fall,No,120,3,PHY 184 OR PHY 232 OR PHY 232C,5,True,5
3822,Astrophysics,Astrophysics,PHY 215,Thermodynamics and Modern Physics,Sophomore,Spring,No,120,3,PHY 184 OR PHY 232 OR PHY 232C,5,True,5
3822,Astrophysics,Astrophysics,PHY 321,Classical Mechanics I,Sophomore,Spring,No,120,3,PHY 215 OR MTH 235 OR MTH 340 OR MTH 347H,6,True,1
3822,Astrophysics,Astrophysics,PHY 410,Thermal & Statistical Physics,Junior,Spring,No,120,3,,1,False,0
3822,Astrophysics,Astrophysics,AST 304,Stars,Junior,Fall,No,120,3,AST 208 OR PHY 215,6,True,0
3822,Astrophysics,Astrophysics,PHY 321,Classical Mechanics I,Junior,Fall,No,120,3,PHY 215 OR MTH 235 OR MTH 340 OR MTH 347H,6,True,1
3822,Astrophysics,Astrophysics,PHY 471,Quantum Physics I,Junior,Fall,No,120,3,PHY 215 OR MTH 235,6,True,1
3822,Astrophysics,Astrophysics,AST 410,Senior Thesis,Senior,Fall,No,120,1,WRA 101 OR WRA 110,1,True,0
3822,Astrophysics,Astrophysics,AST 410,Senior Thesis,Senior,Spring,No,120,1,WRA 101 OR WRA 110,1,True,0
3822,Astrophysics,Astrophysics,PHY 481,Electricity and Magnetism I,Senior,Fall,No,120,3,MTH 234,5,True,0
3822,Astrophysics,Astrophysics,AST 304,Stars,Senior,Fall,No,120,3,AST 208 OR PHY 215,6,True,0
3830,"Chemical Physics, BS",Chemical Physics,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,,1,False,6
3830,"Chemical Physics, BS",Chemical Physics,MTH 299,Transitions,Freshman,Spring,No,120,4,,1,False,2
3830,"Chemical Physics, BS",Chemical Physics,CEM 151,General and Descriptive Chemistry,Freshman,Fall,No,120,4,(CEM 181H AND MTH 116),2,True,3
3830,"Chemical Physics, BS",Chemical Physics,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,(CEM 161 AND CEM 186H),2,True,5
3830,"Chemical Physics, BS",Chemical Physics,MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3830,"Chemical Physics, BS",Chemical Physics,CEM 152,Principles of Chemistry,Freshman,Spring,No,120,3,CEM 151,3,True,2
3830,"Chemical Physics, BS",Chemical Physics,MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,3,True,17
3830,"Chemical Physics, BS",Chemical Physics,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,,1,False,5
3830,"Chemical Physics, BS",Chemical Physics,PHY 183,Physics for Scientists and Engineers I,Sophomore,Fall,No,120,4,,1,False,11
3830,"Chemical Physics, BS",Chemical Physics,PHY 191,"Physics Laboratory for Scientists, I",Sophomore,Fall,No,120,1,,1,False,4
3830,"Chemical Physics, BS",Chemical Physics,PHY 192,"Physics Laboratory for Scientists, II",Sophomore,Spring,No,120,1,,1,False,2
3830,"Chemical Physics, BS",Chemical Physics,CEM 251,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 141,4,True,4
3830,"Chemical Physics, BS",Chemical Physics,MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3830,"Chemical Physics, BS",Chemical Physics,PHY 184,Physics for Scientists and Engineers II,Sophomore,Spring,No,120,4,PHY 193H OR PHY 231 OR PHY 231C,4,True,15
3830,"Chemical Physics, BS",Chemical Physics,CEM 262,Quantitative Analysis,Sophomore,Fall,No,120,3,(CEM 142 AND CEM 162),5,True,4
3830,"Chemical Physics, BS",Chemical Physics,MTH 235,Differential Equations,Sophomore,Spring,No,120,3,MTH 234,5,True,19
3830,"Chemical Physics, BS",Chemical Physics,MTH 309,Linear Algebra I,Junior,Fall,No,120,3,MTH 133 OR MTH 153H OR LB 119 OR WRA 101 OR WRA 110,4,True,11
3830,"Chemical Physics, BS",Chemical Physics,PHY 215,Thermodynamics and Modern Physics,Junior,Fall,No,120,3,PHY 184 OR PHY 232 OR PHY 232C,5,True,5
3830,"Chemical Physics, BS",Chemical Physics,CEM 483,Quantum Chemistry,Junior,Fall,No,120,3,(CEM 142 AND MTH 235 AND PHY 184),6,True,1
3830,"Chemical Physics, BS",Chemical Physics,CEM 484,Molecular Thermodynamics,Junior,Spring,No,120,3,(CEM 142 AND MTH 235),6,True,0
3830,"Chemical Physics, BS",Chemical Physics,CEM 499,Chemical Physics Seminar,Junior,Spring,No,120,1,PHY 215 OR MTH 235 OR WRA 101 OR WRA 110,6,True,0
3830,"Chemical Physics, BS",Chemical Physics,PHY 321,Classical Mechanics I,Junior,Spring,No,120,3,PHY 215 OR MTH 235 OR MTH 340 OR MTH 347H,6,True,1
3830,"Chemical Physics, BS",Chemical Physics,CEM 395,Analytical/Physical Laboratory,Junior,Spring,No,120,2,CEM 483 OR WRA 101 OR WRA 110,7,True,2
3830,"Chemical Physics, BS",Chemical Physics,PHY 481,Electricity and Magnetism I,Senior,Fall,No,120,3,MTH 234,5,True,0
3830,"Chemical Physics, BS",Chemical Physics,CEM 499,Chemical Physics Seminar,Senior,Spring,No,120,1,PHY 215 OR MTH 235 OR WRA 101 OR WRA 110,6,True,0
3830,"Chemical Physics, BS",Chemical Physics,PHY 471,Quantum Physics I,Senior,Fall,No,120,3,PHY 215 OR MTH 235,6,True,1
3839,"Physics, BA",,CEM 161,Chemistry Laboratory I,Freshman,Spring,No,120,1,,1,False,6
3839,"Physics, BA",,PHY 170,Course name not found in registrar data,Freshman,Fall,No,120,3,,1,False,0
3839,"Physics, BA",,PHY 183,Physics for Scientists and Engineers I,Freshman,Fall,No,120,4,,1,False,11
3839,"Physics, BA",,MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3839,"Physics, BA",,CEM 141,General Chemistry,Freshman,Spring,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3839,"Physics, BA",,MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,3,True,17
3839,"Physics, BA",,PHY 184,Physics for Scientists and Engineers II,Freshman,Spring,No,120,4,PHY 193H OR PHY 231 OR PHY 231C,4,True,15
3839,"Physics, BA",,PHY 191,"Physics Laboratory for Scientists, I",Sophomore,Fall,No,120,1,,1,False,4
3839,"Physics, BA",,PHY 192,"Physics Laboratory for Scientists, II",Sophomore,Spring,No,120,1,,1,False,2
3839,"Physics, BA",,MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3839,"Physics, BA",,MTH 235,Differential Equations,Sophomore,Spring,No,120,3,MTH 234,5,True,19
3839,"Physics, BA",,PHY 215,Thermodynamics and Modern Physics,Sophomore,Fall,No,120,3,PHY 184 OR PHY 232 OR PHY 232C,5,True,5
3839,"Physics, BA",,PHY 321,Classical Mechanics I,Sophomore,Spring,No,120,3,PHY 215 OR MTH 235 OR MTH 340 OR MTH 347H,6,True,1
3839,"Physics, BA",,PHY 410,Thermal & Statistical Physics,Junior,Spring,No,120,3,,1,False,0
3839,"Physics, BA",,MTH 314,Matrix Algebra with Computational Applications,Junior,Spring,No,120,3,MTH 133 OR MTH 153H OR LB 119 OR CSE 231,4,True,9
3839,"Physics, BA",,PHY 431,Optics I,Junior,Fall,No,120,3,PHY 184 OR PHY 192 OR LB 274 OR WRA 101 OR WRA 110,5,True,1
3839,"Physics, BA",,PHY 471,Quantum Physics I,Junior,Fall,No,120,3,PHY 215 OR MTH 235,6,True,1
3839,"Physics, BA",,PHY 451,Advanced Laboratory,Senior,Fall,No,120,3,PHY 431 OR WRA 101 OR WRA 110,6,True,0
3842,"Physics, BS",,PHY 170,Course name not found in registrar data,Freshman,Fall,No,120,3,,1,False,0
3842,"Physics, BS",,PHY 183,Physics for Scientists and Engineers I,Freshman,Fall,No,120,4,,1,False,11
3842,"Physics, BS",,MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3842,"Physics, BS",,CEM 141,General Chemistry,Freshman,Spring,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3842,"Physics, BS",,MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,3,True,17
3842,"Physics, BS",,PHY 184,Physics for Scientists and Engineers II,Freshman,Spring,No,120,4,PHY 193H OR PHY 231 OR PHY 231C,4,True,15
3842,"Physics, BS",,CEM 161,Chemistry Laboratory I,Sophomore,Fall,No,120,1,,1,False,6
3842,"Physics, BS",,PHY 191,"Physics Laboratory for Scientists, I",Sophomore,Fall,No,120,1,,1,False,4
3842,"Physics, BS",,PHY 192,"Physics Laboratory for Scientists, II",Sophomore,Spring,No,120,1,,1,False,2
3842,"Physics, BS",,CEM 142,General and Inorganic Chemistry,Sophomore,Fall,No,120,3,(CEM 141 AND CEM 152),4,True,18
3842,"Physics, BS",,MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3842,"Physics, BS",,MTH 235,Differential Equations,Sophomore,Spring,No,120,3,MTH 234,5,True,19
3842,"Physics, BS",,PHY 215,Thermodynamics and Modern Physics,Sophomore,Fall,No,120,3,PHY 184 OR PHY 232 OR PHY 232C,5,True,5
3842,"Physics, BS",,PHY 321,Classical Mechanics I,Sophomore,Spring,No,120,3,PHY 215 OR MTH 235 OR MTH 340 OR MTH 347H,6,True,1
3842,"Physics, BS",,PHY 410,Thermal & Statistical Physics,Junior,Spring,No,120,3,,1,False,0
3842,"Physics, BS",,MTH 314,Matrix Algebra with Computational Applications,Junior,Spring,No,120,3,MTH 133 OR MTH 153H OR LB 119 OR CSE 231,4,True,9
3842,"Physics, BS",,PHY 415,Methods of Theoretical Physics,Junior,Fall,No,120,4,MTH 234 OR LB 273 OR LB 274,5,True,0
3842,"Physics, BS",,PHY 431,Optics I,Junior,Fall,No,120,3,PHY 184 OR PHY 192 OR LB 274 OR WRA 101 OR WRA 110,5,True,1
3842,"Physics, BS",,PHY 440,Electronics,Junior,Spring,No,120,4,PHY 184 OR PHY 232 OR PHY 232C OR PHY 192 OR LB 274 OR WRA 101 OR WRA 110,5,True,0
3842,"Physics, BS",,PHY 471,Quantum Physics I,Junior,Fall,No,120,3,PHY 215 OR MTH 235,6,True,1
3842,"Physics, BS",,PHY 481,Electricity and Magnetism I,Senior,Fall,No,120,3,MTH 234,5,True,0
3842,"Physics, BS",,PHY 451,Advanced Laboratory,Senior,Fall,No,120,3,PHY 431 OR WRA 101 OR WRA 110,6,True,0
3862,"Physiology, BS",Physiology (MTH 103) with gap year,CEM 161,Chemistry Laboratory I,Freshman,Spring,No,120,1,,1,False,6
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 161,Chemistry Laboratory I,Freshman,Spring,No,120,1,,1,False,6
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,,1,False,6
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,,1,False,6
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,,1,False,6
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,,1,False,6
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,,1,False,6
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,,1,False,6
3862,"Physiology, BS",Physiology (MTH 103) with gap year,MTH 103,College Algebra,Freshman,Fall,No,120,3,,1,False,23
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,MTH 103,College Algebra,Freshman,Fall,No,120,3,,1,False,23
3862,"Physiology, BS",Physiology (MTH 116) with gap year,MTH 116,College Algebra and Trigonometry,Freshman,Fall,No,120,5,,1,False,4
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,MTH 116,College Algebra and Trigonometry,Freshman,Fall,No,120,5,,1,False,4
3862,"Physiology, BS",Physiology (MTH 103) with gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,1,False,0
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,1,False,0
3862,"Physiology, BS",Physiology (MTH 116) with gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,1,False,0
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,1,False,0
3862,"Physiology, BS",Physiology (MTH 124) with gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,1,False,0
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,1,False,0
3862,"Physiology, BS",Physiology (MTH 132) with gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,1,False,0
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,1,False,0
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,(CEM 161 AND CEM 186H),2,True,5
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,(CEM 161 AND CEM 186H),2,True,5
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,(CEM 161 AND CEM 186H),2,True,5
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,(CEM 161 AND CEM 186H),2,True,5
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,(CEM 161 AND CEM 186H),2,True,5
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,(CEM 161 AND CEM 186H),2,True,5
3862,"Physiology, BS",Physiology (MTH 103) with gap year,MTH 124,Survey of Calculus I,Freshman,Spring,No,120,3,MTH 103,2,True,28
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,MTH 124,Survey of Calculus I,Freshman,Spring,No,120,3,MTH 103,2,True,28
3862,"Physiology, BS",Physiology (MTH 124) with gap year,MTH 124,Survey of Calculus I,Freshman,Fall,No,120,3,MTH 103,2,True,28
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,MTH 124,Survey of Calculus I,Freshman,Fall,No,120,3,MTH 103,2,True,28
3862,"Physiology, BS",Physiology (MTH 116) with gap year,MTH 132,Calculus I,Freshman,Spring,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,MTH 132,Calculus I,Freshman,Spring,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3862,"Physiology, BS",Physiology (MTH 132) with gap year,MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3862,"Physiology, BS",Physiology (MTH 124) with gap year,STT 201,Statistical Methods,Freshman,Spring,No,120,3,(MTH 101 AND MTH 103B),2,True,6
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,STT 201,Statistical Methods,Freshman,Spring,No,120,3,(MTH 101 AND MTH 103B),2,True,6
3862,"Physiology, BS",Physiology (MTH 132) with gap year,STT 201,Statistical Methods,Freshman,Spring,No,120,3,(MTH 101 AND MTH 103B),2,True,6
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,STT 201,Statistical Methods,Freshman,Spring,No,120,3,(MTH 101 AND MTH 103B),2,True,6
3862,"Physiology, BS",Physiology (MTH 103) with gap year,CEM 141,General Chemistry,Freshman,Spring,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 141,General Chemistry,Freshman,Spring,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,(CEM 141 AND CEM 152),4,True,18
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,(CEM 141 AND CEM 152),4,True,18
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,(CEM 141 AND CEM 152),4,True,18
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,(CEM 141 AND CEM 152),4,True,18
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,(CEM 141 AND CEM 152),4,True,18
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,(CEM 141 AND CEM 152),4,True,18
3862,"Physiology, BS",Physiology (MTH 103) with gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,,1,False,62
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,,1,False,62
3862,"Physiology, BS",Physiology (MTH 116) with gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,,1,False,62
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,,1,False,62
3862,"Physiology, BS",Physiology (MTH 124) with gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,,1,False,62
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,,1,False,62
3862,"Physiology, BS",Physiology (MTH 132) with gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,,1,False,62
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,,1,False,62
3862,"Physiology, BS",Physiology (MTH 103) with gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,,1,False,4
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,,1,False,4
3862,"Physiology, BS",Physiology (MTH 116) with gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,,1,False,4
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,,1,False,4
3862,"Physiology, BS",Physiology (MTH 124) with gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,,1,False,4
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,,1,False,4
3862,"Physiology, BS",Physiology (MTH 132) with gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,,1,False,4
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,,1,False,4
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 252,Organic Chemistry II,Sophomore,Summer,No,120,3,,1,False,5
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,,1,False,5
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,,1,False,5
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,,1,False,5
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,,1,False,5
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,,1,False,5
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,,1,False,5
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,PHY 251,Introductory Physics Laboratory I,Sophomore,Spring,No,120,1,,1,False,1
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,PHY 251,Introductory Physics Laboratory I,Sophomore,Spring,No,120,1,,1,False,1
3862,"Physiology, BS",Physiology (MTH 103) with gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,2,True,41
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,2,True,41
3862,"Physiology, BS",Physiology (MTH 116) with gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,2,True,41
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,2,True,41
3862,"Physiology, BS",Physiology (MTH 124) with gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,2,True,41
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,2,True,41
3862,"Physiology, BS",Physiology (MTH 132) with gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,2,True,41
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,2,True,41
3862,"Physiology, BS",Physiology (MTH 103) with gap year,CEM 162,Chemistry Laboratory II,Sophomore,Fall,No,120,1,(CEM 161 AND CEM 186H),2,True,5
