Major Code,Major Title,Plan Title,Course ID,Course Name,Year Level,Term Season,Fifth Year,Credits,Credits Minimum,Prerequisites,Has Prerequisites
3842,"Physics, BS",,MTH 235,Differential Equations,Sophomore,Spring,No,120,3,MTH 234 OR MTH 234 OR MTH 234 OR MTH 234 OR MTH 234,TRUE
3842,"Physics, BS",,PHY 192,"Physics Laboratory for Scientists, II",Sophomore,Spring,No,120,1,PHY 191 OR PHY 191 OR PHY 191 OR PHY 191 OR PHY 184 OR PHY 191 OR PHY 191 OR PHY 184B OR PHY 191 OR PHY 232 OR PHY 234 OR PHY 191 OR PHY 232C OR PHY 234,TRUE
3842,"Physics, BS",,PHY 215,Thermodynamics and Modern Physics,Sophomore,Fall,No,120,3,PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184,TRUE
3842,"Physics, BS",,PHY 321,Classical Mechanics I,Sophomore,Spring,No,120,3,PHY 215 OR PHY 215 OR PHY 215 OR PHY 215 OR PHY 215 OR CMSE 201,TRUE
3842,"Physics, BS",,Biology Requirement,Course name not found in registrar data,Junior,Spring,No,120,3,,FALSE
3842,"Physics, BS",,Electives,Course name not found in registrar data,Junior,Spring,No,120,1,,FALSE
3842,"Physics, BS",,IAH Below 211,Course name not found in registrar data,Junior,Fall,No,120,4,,FALSE
3842,"Physics, BS",,MTH 314,Matrix Algebra with Computational Applications,Junior,Spring,No,120,3,MTH 133 OR MTH 133 OR MTH 133 OR MTH 133 OR MTH 133 OR MTH 133,TRUE
3842,"Physics, BS",,PHY 415,Methods of Theoretical Physics,Junior,Fall,No,120,4,MTH 234 OR MTH 234 OR MTH 234 OR MTH 234 OR MTH 234,TRUE
3842,"Physics, BS",,PHY 431,Optics I,Junior,Fall,No,120,3,PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184,TRUE
3842,"Physics, BS",,PHY 440,Electronics,Junior,Spring,No,120,4,PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184 OR PHY 184,TRUE
3842,"Physics, BS",,PHY 471,Quantum Physics I,Junior,Fall,No,120,3,PHY 215 OR PHY 215 OR PHY 321 OR PHY 215,TRUE
3842,"Physics, BS",,PHY 410,Thermal & Statistical Physics,Junior,Spring,No,120,3,PHY 471,TRUE
3842,"Physics, BS",,Capstone Course,Course name not found in registrar data,Senior,Fall,No,120,3,,FALSE
3842,"Physics, BS",,Capstone Course,Course name not found in registrar data,Senior,Spring,No,120,3,,FALSE
3842,"Physics, BS",,Electives,Course name not found in registrar data,Senior,Fall,No,120,2,,FALSE
3842,"Physics, BS",,Electives,Course name not found in registrar data,Senior,Spring,No,120,12,,FALSE
3842,"Physics, BS",,IAH 211 or Higher,Course name not found in registrar data,Senior,Fall,No,120,4,,FALSE
3842,"Physics, BS",,PHY 481,Electricity and Magnetism I,Senior,Fall,No,120,3,MTH 234 OR MTH 234 OR MTH 234 OR MTH 234,TRUE
3842,"Physics, BS",,PHY 451,Advanced Laboratory,Senior,Fall,No,120,3,PHY 431 OR PHY 431 OR PHY 431 OR PHY 431 OR PHY 431 OR PHY 431 OR PHY 431,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,Electives,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,Electives,Course name not found in registrar data,Freshman,Spring,No,240,6,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,Electives,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,Electives,Course name not found in registrar data,Freshman,Spring,No,240,6,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,Electives,Course name not found in registrar data,Freshman,Fall,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,Electives,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,Electives,Course name not found in registrar data,Freshman,Fall,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,Electives,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,Electives,Course name not found in registrar data,Freshman,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,Electives,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,Electives,Course name not found in registrar data,Freshman,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,Electives,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,Electives,Course name not found in registrar data,Freshman,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,Electives,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,Electives,Course name not found in registrar data,Freshman,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,Electives,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,ISS 200-Level,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,ISS 200-Level,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,ISS 200-Level,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,ISS 200-Level,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,ISS 200-Level,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,ISS 200-Level,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,ISS 200-Level,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,ISS 200-Level,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,PSL 101,Frontiers in Physiology,Freshman,Spring,No,120,1,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,MTH 103,College Algebra,Freshman,Fall,No,120,3,MTH 1825,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,MTH 103,College Algebra,Freshman,Fall,No,120,3,MTH 1825,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,MTH 116,College Algebra and Trigonometry,Freshman,Fall,No,120,5,MTH 1825,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,MTH 116,College Algebra and Trigonometry,Freshman,Fall,No,120,5,MTH 1825,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,STT 201,Statistical Methods,Freshman,Spring,No,120,3,MTH 101,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,STT 201,Statistical Methods,Freshman,Spring,No,120,3,MTH 101,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,STT 201,Statistical Methods,Freshman,Spring,No,120,3,MTH 101,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,STT 201,Statistical Methods,Freshman,Spring,No,120,3,MTH 101,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,CEM 141,General Chemistry,Freshman,Spring,No,120,4,MTH 103B,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 141,General Chemistry,Freshman,Spring,No,120,4,MTH 103B,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,MTH 103B,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,MTH 103B,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,MTH 103B,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,MTH 103B,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,MTH 103B,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 141,General Chemistry,Freshman,Fall,No,120,4,MTH 103B,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,MTH 124,Survey of Calculus I,Freshman,Spring,No,120,3,MTH 103,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,MTH 124,Survey of Calculus I,Freshman,Spring,No,120,3,MTH 103,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,MTH 124,Survey of Calculus I,Freshman,Fall,No,120,3,MTH 103,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,MTH 124,Survey of Calculus I,Freshman,Fall,No,120,3,MTH 103,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,WRA 101,Writing as Inquiry,Freshman,Fall,No,120,4,WRA 1004,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,WRA 101,Writing as Inquiry,Freshman,Fall,No,120,4,WRA 1004,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,WRA 101,Writing as Inquiry,Freshman,Fall,No,120,4,WRA 1004,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,WRA 101,Writing as Inquiry,Freshman,Fall,No,120,4,WRA 1004,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,WRA 101,Writing as Inquiry,Freshman,Fall,No,120,4,WRA 1004,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,WRA 101,Writing as Inquiry,Freshman,Fall,No,120,4,WRA 1004,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,WRA 101,Writing as Inquiry,Freshman,Fall,No,120,4,WRA 1004,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,WRA 101,Writing as Inquiry,Freshman,Fall,No,120,4,WRA 1004,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,CEM 161,Chemistry Laboratory I,Freshman,Spring,No,120,1,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 161,Chemistry Laboratory I,Freshman,Spring,No,120,1,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,MTH 132,Calculus I,Freshman,Spring,No,120,3,(LB 117 AND MTH 116),TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,MTH 132,Calculus I,Freshman,Spring,No,120,3,(LB 117 AND MTH 116),TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,MTH 132,Calculus I,Freshman,Fall,No,120,3,(LB 117 AND MTH 116),TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,MTH 132,Calculus I,Freshman,Fall,No,120,3,(LB 117 AND MTH 116),TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,CEM 161,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,CEM 161,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,CEM 161,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,CEM 161,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,CEM 161,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,CEM 161,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,Electives,Course name not found in registrar data,Sophomore,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,Electives,Course name not found in registrar data,Sophomore,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,Electives,Course name not found in registrar data,Sophomore,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,Electives,Course name not found in registrar data,Sophomore,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,Electives,Course name not found in registrar data,Sophomore,Spring,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,Electives,Course name not found in registrar data,Sophomore,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,Electives,Course name not found in registrar data,Sophomore,Spring,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,Electives,Course name not found in registrar data,Sophomore,Spring,No,120,3,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,IAH Below 211,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,IAH Below 211,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,IAH Below 211,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,IAH Below 211,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,IAH Below 211,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,IAH Below 211,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,IAH Below 211,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,IAH Below 211,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,STT 201,Statistical Methods,Sophomore,Spring,No,120,3,MTH 101,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,STT 201,Statistical Methods,Sophomore,Spring,No,120,3,MTH 101,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,STT 201,Statistical Methods,Sophomore,Spring,No,120,3,MTH 101,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,STT 201,Statistical Methods,Sophomore,Spring,No,120,3,MTH 101,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,CEM 141 OR CEM 141 OR CEM 141 OR CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,CEM 141 OR CEM 141 OR CEM 141 OR CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,CEM 141 OR CEM 141 OR CEM 141 OR CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,CEM 141 OR CEM 141 OR CEM 141 OR CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,CEM 141 OR CEM 141 OR CEM 141 OR CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,CEM 141 OR CEM 141 OR CEM 141 OR CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,CEM 141 OR CEM 141 OR CEM 141 OR CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,BS 161,Cell and Molecular Biology,Sophomore,Fall,No,120,3,CEM 141 OR CEM 141 OR CEM 141 OR CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,CEM 142,General and Inorganic Chemistry,Sophomore,Fall,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 142,General and Inorganic Chemistry,Sophomore,Fall,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,CEM 251,Organic Chemistry I,Sophomore,Spring,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 251,Organic Chemistry I,Sophomore,Spring,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 251,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 251,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 251,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 251,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 251,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 251,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 141,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,PHY 231,Introductory Physics I,Sophomore,Spring,No,120,3,MTH 114,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,PHY 231,Introductory Physics I,Sophomore,Spring,No,120,3,MTH 114,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,BS 162,Organismal and Population Biology,Sophomore,Spring,No,120,3,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,BS 171,Cell and Molecular Biology Laboratory,Sophomore,Fall,No,120,2,BS 161,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,CEM 162,Chemistry Laboratory II,Sophomore,Fall,No,120,1,CEM 161,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 162,Chemistry Laboratory II,Sophomore,Fall,No,120,1,CEM 161,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 252,Organic Chemistry II,Sophomore,Summer,No,120,3,CEM 251,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 251,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 251,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 251,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 251,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 251,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,CEM 252,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 251,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with gap year,BS 172,Organismal and Population Biology Laboratory,Sophomore,Spring,No,120,2,BS 162,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,BS 172,Organismal and Population Biology Laboratory,Sophomore,Spring,No,120,2,BS 162,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with gap year,BS 172,Organismal and Population Biology Laboratory,Sophomore,Spring,No,120,2,BS 162,TRUE
3862,"Physiology, BS",Physiology (MTH 116) with no gap year,BS 172,Organismal and Population Biology Laboratory,Sophomore,Spring,No,120,2,BS 162,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,BS 172,Organismal and Population Biology Laboratory,Sophomore,Spring,No,120,2,BS 162,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,BS 172,Organismal and Population Biology Laboratory,Sophomore,Spring,No,120,2,BS 162,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,BS 172,Organismal and Population Biology Laboratory,Sophomore,Spring,No,120,2,BS 162,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,BS 172,Organismal and Population Biology Laboratory,Sophomore,Spring,No,120,2,BS 162,TRUE
3862,"Physiology, BS",Physiology (MTH 103) with no gap year,CEM 255,Organic Chemistry Laboratory,Sophomore,Summer,No,120,2,CEM 252 OR CEM 252 OR CEM 252 OR CEM 252 OR CEM 252,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with gap year,CEM 255,Organic Chemistry Laboratory,Sophomore,Spring,No,120,2,CEM 252 OR CEM 252 OR CEM 252 OR CEM 252 OR CEM 252,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with gap year,CEM 255,Organic Chemistry Laboratory,Sophomore,Spring,No,120,2,CEM 252 OR CEM 252 OR CEM 252 OR CEM 252 OR CEM 252,TRUE
3862,"Physiology, BS",Physiology (MTH 124) with no gap year,PHY 251,Introductory Physics Laboratory I,Sophomore,Spring,No,120,1,PHY 183,TRUE
3862,"Physiology, BS",Physiology (MTH 132) with no gap year,PHY 251,Introductory Physics Laboratory I,Sophomore,Spring,No,120,1,PHY 183,TRUE
